feature_1,feature_2,feature_3,period,y
2021-09-20,Google,US,67,41.39
2021-09-20,Google,US,68,41.61
2021-09-20,Google,US,69,41.82
2021-09-20,Google,US,70,42.04
2021-09-20,Google,US,71,42.27
2021-09-20,Organic,Arab,1,0
2021-09-20,Organic,Arab,2,2.22
2021-09-20,Organic,Arab,3,2.89
2021-09-20,Organic,Arab,4,3.89
2021-09-20,Organic,Arab,5,5
2021-09-20,Organic,Arab,6,5.67
2021-09-20,Organic,Arab,7,6.33
2021-09-20,Organic,Arab,8,7
2021-09-20,Organic,Arab,9,7.67
2021-09-20,Organic,Arab,10,8.33
2021-09-20,Organic,Arab,11,9
2021-09-20,Organic,Arab,12,9.67
2021-09-20,Organic,Arab,13,10.33
2021-09-20,Organic,Arab,14,11
2021-09-20,Organic,Arab,15,11.67
2021-09-20,Organic,Arab,16,12.78
2021-09-20,Organic,Arab,17,14
2021-09-20,Organic,Arab,18,15.22
2021-09-20,Organic,Arab,19,16.44
2021-09-20,Organic,Arab,20,17.67
2021-09-20,Organic,Arab,21,18.89
2021-09-20,Organic,Arab,22,20.11
2021-09-20,Organic,Arab,23,21.33
2021-09-20,Organic,Arab,24,22.56
2021-09-20,Organic,Arab,25,23.78
2021-09-20,Organic,Arab,26,25
2021-09-20,Organic,Arab,27,26.22
2021-09-20,Organic,Arab,28,27.44
2021-09-20,Organic,Arab,29,28.22
2021-09-20,Organic,Arab,30,29
2021-09-20,Organic,Arab,31,30.22
2021-09-20,Organic,Arab,32,31
2021-09-20,Organic,Arab,33,31.78
2021-09-20,Organic,Arab,34,32.56
2021-09-20,Organic,Arab,35,33.33
2021-09-20,Organic,Arab,36,33.78
2021-09-20,Organic,Arab,37,34.56
2021-09-20,Organic,Arab,38,35.33
2021-09-20,Organic,Arab,39,36.11
2021-09-20,Organic,Arab,40,36.89
2021-09-20,Organic,Arab,41,37.67
2021-09-20,Organic,Arab,42,38.11
2021-09-20,Organic,Arab,43,38.89
2021-09-20,Organic,Arab,44,39.67
2021-09-20,Organic,Arab,45,40.11
2021-09-20,Organic,Arab,46,40.56
2021-09-20,Organic,Arab,47,41
2021-09-20,Organic,Arab,48,41.78
2021-09-20,Organic,Arab,49,42.56
2021-09-20,Organic,Arab,50,43.33
2021-09-20,Organic,Arab,51,44.11
2021-09-20,Organic,Arab,52,44.89
2021-09-20,Organic,Arab,53,45.67
2021-09-20,Organic,Arab,54,46.44
2021-09-20,Organic,Arab,55,46.89
2021-09-20,Organic,Arab,56,47.33
2021-09-20,Organic,Arab,57,48.11
2021-09-20,Organic,Arab,58,48.56
2021-09-20,Organic,Arab,59,49
2021-09-20,Organic,Arab,60,49.44
2021-09-20,Organic,Arab,61,50.22
2021-09-20,Organic,Arab,62,51
2021-09-20,Organic,Arab,63,51.78
2021-09-20,Organic,Arab,64,52.56
2021-09-20,Organic,Arab,65,53
2021-09-20,Organic,Arab,66,53.44
2021-09-20,Organic,Arab,67,53.89
2021-09-20,Organic,Arab,68,54.33
2021-09-20,Organic,Arab,69,54.78
2021-09-20,Organic,Arab,70,55.22
2021-09-20,Organic,Arab,71,55.67
2021-09-20,Organic,Asia,1,3.67
2021-09-20,Organic,Asia,2,6
2021-09-20,Organic,Asia,3,8.33
2021-09-20,Organic,Asia,4,9.67
2021-09-20,Organic,Asia,5,11
2021-09-20,Organic,Asia,6,14.67
2021-09-20,Organic,Asia,7,16
2021-09-20,Organic,Asia,8,17.33
2021-09-20,Organic,Asia,9,18.67
2021-09-20,Organic,Asia,10,20
2021-09-20,Organic,Asia,11,21.33
2021-09-20,Organic,Asia,12,22.67
2021-09-20,Organic,Asia,13,24
2021-09-20,Organic,Asia,14,25.33
2021-09-20,Organic,Asia,15,26.67
2021-09-20,Organic,Asia,16,28
2021-09-20,Organic,Asia,17,29.33
2021-09-20,Organic,Asia,18,30.67
2021-09-20,Organic,Asia,19,32
2021-09-20,Organic,Asia,20,33.33
2021-09-20,Organic,Asia,21,34.67
2021-09-20,Organic,Asia,22,36
2021-09-20,Organic,Asia,23,37.33
2021-09-20,Organic,Asia,24,38.67
2021-09-20,Organic,Asia,25,40
2021-09-20,Organic,Asia,26,41.33
2021-09-20,Organic,Asia,27,42.67
2021-09-20,Organic,Asia,28,44
2021-09-20,Organic,Asia,29,45.33
2021-09-20,Organic,Asia,30,46.67
2021-09-20,Organic,Asia,31,48
2021-09-20,Organic,Asia,32,49.33
2021-09-20,Organic,Asia,33,50.67
2021-09-20,Organic,Asia,34,52
2021-09-20,Organic,Asia,35,53.33
2021-09-20,Organic,Asia,36,54.67
2021-09-20,Organic,Asia,37,56
2021-09-20,Organic,Asia,38,57.33
2021-09-20,Organic,Asia,39,58.67
2021-09-20,Organic,Asia,40,60
2021-09-20,Organic,Asia,41,61.33
2021-09-20,Organic,Asia,42,62.67
2021-09-20,Organic,Asia,43,64
2021-09-20,Organic,Asia,44,65.33
2021-09-20,Organic,Asia,45,66.67
2021-09-20,Organic,Asia,46,68
2021-09-20,Organic,Asia,47,69.33
2021-09-20,Organic,Asia,49,70.67
2021-09-20,Organic,BR,1,0.78
2021-09-20,Organic,BR,2,3.11
2021-09-20,Organic,BR,3,4.5
2021-09-20,Organic,BR,4,5.67
2021-09-20,Organic,BR,5,6.44
2021-09-20,Organic,BR,6,7.06
2021-09-20,Organic,BR,7,7.67
2021-09-20,Organic,BR,8,8.28
2021-09-20,Organic,BR,9,9.06
2021-09-20,Organic,BR,10,9.67
2021-09-20,Organic,BR,11,10.06
2021-09-20,Organic,BR,12,10.44
2021-09-20,Organic,BR,13,11.06
2021-09-20,Organic,BR,14,11.67
2021-09-20,Organic,BR,15,12.06
2021-09-20,Organic,BR,16,12.44
2021-09-20,Organic,BR,17,12.67
2021-09-20,Organic,BR,23,12.89
2021-09-20,Organic,BR,28,13.11
2021-09-20,Organic,BR,29,13.33
2021-09-20,Organic,BR,32,13.56
2021-09-20,Organic,BR,33,13.78
2021-09-20,Organic,BR,34,14
2021-09-20,Organic,BR,35,14.22
2021-09-20,Organic,BR,36,14.44
2021-09-20,Organic,BR,37,14.67
2021-09-20,Organic,BR,40,14.89
2021-09-20,Organic,BR,41,15.11
2021-09-20,Organic,BR,42,15.33
2021-09-20,Organic,BR,43,15.56
2021-09-20,Organic,BR,44,15.78
2021-09-20,Organic,BR,45,16
2021-09-20,Organic,BR,46,16.22
2021-09-20,Organic,BR,47,16.44
2021-09-20,Organic,BR,48,16.67
2021-09-20,Organic,BR,49,16.89
2021-09-20,Organic,Europe,1,2.34
2021-09-20,Organic,Europe,2,4.13
2021-09-20,Organic,Europe,3,5.11
2021-09-20,Organic,Europe,4,6.05
2021-09-20,Organic,Europe,5,7
2021-09-20,Organic,Europe,6,8.05
2021-09-20,Organic,Europe,7,8.74
2021-09-20,Organic,Europe,8,9.37
2021-09-20,Organic,Europe,9,10
2021-09-20,Organic,Europe,10,10.45
2021-09-20,Organic,Europe,11,11.08
2021-09-20,Organic,Europe,12,11.61
2021-09-20,Organic,Europe,13,12.24
2021-09-20,Organic,Europe,14,13.13
2021-09-20,Organic,Europe,15,13.58
2021-09-20,Organic,Europe,16,13.84
2021-09-20,Organic,Europe,17,14.18
2021-09-20,Organic,Europe,18,14.53
2021-09-20,Organic,Europe,19,14.79
2021-09-20,Organic,Europe,20,15.05
2021-09-20,Organic,Europe,21,15.34
2021-09-20,Organic,Europe,22,15.61
2021-09-20,Organic,Europe,23,15.87
2021-09-20,Organic,Europe,24,16.21
2021-09-20,Organic,Europe,25,16.61
2021-09-20,Organic,Europe,26,16.89
2021-09-20,Organic,Europe,27,17.08
2021-09-20,Organic,Europe,28,17.42
2021-09-20,Organic,Europe,29,17.68
2021-09-20,Organic,Europe,30,17.84
2021-09-20,Organic,Europe,31,18.11
2021-09-20,Organic,Europe,32,18.37
2021-09-20,Organic,Europe,33,18.63
2021-09-20,Organic,Europe,34,18.92
2021-09-20,Organic,Europe,35,19.11
2021-09-20,Organic,Europe,36,19.29
2021-09-20,Organic,Europe,37,19.55
2021-09-20,Organic,Europe,38,19.71
2021-09-20,Organic,Europe,39,19.87
2021-09-20,Organic,Europe,40,20.03
2021-09-20,Organic,Europe,41,20.18
2021-09-20,Organic,Europe,42,20.29
2021-09-20,Organic,Europe,43,20.39
2021-09-20,Organic,Europe,44,20.5
2021-09-20,Organic,Europe,45,20.66
2021-09-20,Organic,Europe,46,20.76
2021-09-20,Organic,Europe,47,20.92
2021-09-20,Organic,Europe,48,21.08
2021-09-20,Organic,Europe,49,21.24
2021-09-20,Organic,Europe,50,21.39
2021-09-20,Organic,Europe,51,21.5
2021-09-20,Organic,Europe,52,21.66
2021-09-20,Organic,Europe,53,22.55
2021-09-20,Organic,Europe,54,22.71
2021-09-20,Organic,Europe,55,22.89
2021-09-20,Organic,Europe,56,23
2021-09-20,Organic,Europe,57,23.16
2021-09-20,Organic,Europe,58,23.42
2021-09-20,Organic,Europe,59,23.58
2021-09-20,Organic,Europe,60,23.74
2021-09-20,Organic,Europe,61,23.89
2021-09-20,Organic,Europe,62,24.05
2021-09-20,Organic,Europe,63,24.21
2021-09-20,Organic,Europe,64,24.37
2021-09-20,Organic,Europe,65,24.53
2021-09-20,Organic,Europe,66,24.68
2021-09-20,Organic,Europe,67,24.84
2021-09-20,Organic,Europe,68,25
2021-09-20,Organic,Europe,69,25.16
2021-09-20,Organic,Europe,70,25.32
2021-09-20,Organic,Europe,71,25.47
2021-09-20,Organic,Latam,1,0.88
2021-09-20,Organic,Latam,2,1.75
2021-09-20,Organic,Latam,3,2.25
2021-09-20,Organic,Latam,4,2.75
2021-09-20,Organic,Latam,6,3.63
2021-09-20,Organic,Latam,7,4.5
2021-09-20,Organic,Latam,8,5.38
2021-09-20,Organic,Latam,9,6.25
2021-09-20,Organic,Latam,10,7.13
2021-09-20,Organic,Latam,11,7.63
2021-09-20,Organic,Latam,12,8.5
2021-09-20,Organic,Latam,13,9.38
2021-09-20,Organic,Latam,14,10.25
2021-09-20,Organic,Latam,15,11.13
2021-09-20,Organic,Latam,16,12
2021-09-20,Organic,Latam,17,12.88
2021-09-20,Organic,Latam,18,14.25
2021-09-20,Organic,Latam,19,15.63
2021-09-20,Organic,Latam,20,16.5
2021-09-20,Organic,Latam,21,17.38
2021-09-20,Organic,Latam,22,18.25
2021-09-20,Organic,Latam,23,19.13
2021-09-20,Organic,Latam,24,20
2021-09-20,Organic,Latam,25,20.88
2021-09-20,Organic,Latam,26,21.75
2021-09-20,Organic,Latam,27,22.63
2021-09-20,Organic,Latam,28,23.5
2021-09-20,Organic,Latam,29,24.38
2021-09-20,Organic,Latam,30,25.25
2021-09-20,Organic,Latam,31,26.13
2021-09-20,Organic,Latam,32,27
2021-09-20,Organic,Latam,33,27.88
2021-09-20,Organic,Latam,34,28.75
2021-09-20,Organic,Latam,35,29.25
2021-09-20,Organic,Latam,36,30.13
2021-09-20,Organic,Latam,37,30.63
2021-09-20,Organic,Latam,38,31.13
2021-09-20,Organic,Latam,39,31.63
2021-09-20,Organic,Latam,40,32.5
2021-09-20,Organic,Latam,41,33
2021-09-20,Organic,Latam,42,33.5
2021-09-20,Organic,Latam,43,34
2021-09-20,Organic,Latam,44,34.5
2021-09-20,Organic,Latam,45,35
2021-09-20,Organic,Latam,50,35.5
2021-09-20,Organic,Latam,51,36
2021-09-20,Organic,Latam,52,36.5
2021-09-20,Organic,Latam,54,37
2021-09-20,Organic,Latam,55,37.5
2021-09-20,Organic,Latam,56,38
2021-09-20,Organic,Other,1,1.91
2021-09-20,Organic,Other,2,3.78
2021-09-20,Organic,Other,3,5.02
2021-09-20,Organic,Other,4,6.36
2021-09-20,Organic,Other,5,7.6
2021-09-20,Organic,Other,6,8.62
2021-09-20,Organic,Other,7,9.56
2021-09-20,Organic,Other,8,10.33
2021-09-20,Organic,Other,9,11.2
2021-09-20,Organic,Other,10,12.07
2021-09-20,Organic,Other,11,12.69
2021-09-20,Organic,Other,12,13.31
2021-09-20,Organic,Other,13,13.93
2021-09-20,Organic,Other,14,14.6
2021-09-20,Organic,Other,15,15.18
2021-09-20,Organic,Other,16,15.6
2021-09-20,Organic,Other,17,16.02
2021-09-20,Organic,Other,18,16.38
2021-09-20,Organic,Other,19,16.64
2021-09-20,Organic,Other,20,17
2021-09-20,Organic,Other,21,17.2
2021-09-20,Organic,Other,22,17.47
2021-09-20,Organic,Other,23,17.82
2021-09-20,Organic,Other,24,17.93
2021-09-20,Organic,Other,25,18.02
2021-09-20,Organic,Other,26,18.27
2021-09-20,Organic,Other,27,18.36
2021-09-20,Organic,Other,28,18.44
2021-09-20,Organic,Other,29,18.6
2021-09-20,Organic,Other,33,18.69
2021-09-20,Organic,Other,34,18.84
2021-09-20,Organic,Other,36,18.93
2021-09-20,Organic,Other,37,19.09
2021-09-20,Organic,Other,38,19.18
2021-09-20,Organic,Other,39,19.33
2021-09-20,Organic,Other,40,19.49
2021-09-20,Organic,Other,41,19.58
2021-09-20,Organic,Other,43,19.67
2021-09-20,Organic,Other,44,19.91
2021-09-20,Organic,Other,45,20
2021-09-20,Organic,Other,46,20.16
2021-09-20,Organic,Other,47,20.31
2021-09-20,Organic,Other,49,20.4
2021-09-20,Organic,Other,50,20.49
2021-09-20,Organic,Other,55,20.58
2021-09-20,Organic,Other,56,20.67
2021-09-20,Organic,Other,62,20.76
2021-09-20,Organic,Other,63,20.84
2021-09-20,Organic,Other,64,20.93
2021-09-20,Organic,Other,66,21.02
2021-09-20,Organic,Other,67,21.2
2021-09-20,Organic,Other,68,21.38
2021-09-20,Organic,Other,69,21.47
2021-09-20,Organic,Other,70,21.71
2021-09-20,Organic,RU,1,0.87
2021-09-20,Organic,RU,2,1.76
2021-09-20,Organic,RU,3,2.45
2021-09-20,Organic,RU,4,2.99
2021-09-20,Organic,RU,5,3.61
2021-09-20,Organic,RU,6,4.18
2021-09-20,Organic,RU,7,4.64
2021-09-20,Organic,RU,8,5.23
2021-09-20,Organic,RU,9,5.61
2021-09-20,Organic,RU,10,6.02
2021-09-20,Organic,RU,11,6.42
2021-09-20,Organic,RU,12,6.81
2021-09-20,Organic,RU,13,7.17
2021-09-20,Organic,RU,14,7.55
2021-09-20,Organic,RU,15,7.94
2021-09-20,Organic,RU,16,8.36
2021-09-20,Organic,RU,17,8.66
2021-09-20,Organic,RU,18,8.98
2021-09-20,Organic,RU,19,9.28
2021-09-20,Organic,RU,20,9.63
2021-09-20,Organic,RU,21,9.91
2021-09-20,Organic,RU,22,10.18
2021-09-20,Organic,RU,23,10.44
2021-09-20,Organic,RU,24,10.72
2021-09-20,Organic,RU,25,10.9
2021-09-20,Organic,RU,26,10.97
2021-09-20,Organic,RU,27,11.09
2021-09-20,Organic,RU,28,11.18
2021-09-20,Organic,RU,29,11.29
2021-09-20,Organic,RU,30,11.41
2021-09-20,Organic,RU,31,11.51
2021-09-20,Organic,RU,32,11.58
2021-09-20,Organic,RU,33,11.67
2021-09-20,Organic,RU,34,11.73
2021-09-20,Organic,RU,35,11.81
2021-09-20,Organic,RU,36,11.88
2021-09-20,Organic,RU,37,11.94
2021-09-20,Organic,RU,38,12.01
2021-09-20,Organic,RU,39,12.08
2021-09-20,Organic,RU,40,12.17
2021-09-20,Organic,RU,41,12.25
2021-09-20,Organic,RU,42,12.31
2021-09-20,Organic,RU,43,12.38
2021-09-20,Organic,RU,44,12.47
2021-09-20,Organic,RU,45,12.53
2021-09-20,Organic,RU,46,12.57
2021-09-20,Organic,RU,47,12.61
2021-09-20,Organic,RU,48,12.65
2021-09-20,Organic,RU,49,12.7
2021-09-20,Organic,RU,50,12.73
2021-09-20,Organic,RU,51,12.78
2021-09-20,Organic,RU,52,12.84
2021-09-20,Organic,RU,53,12.94
2021-09-20,Organic,RU,54,13.05
2021-09-20,Organic,RU,55,13.16
2021-09-20,Organic,RU,56,13.28
2021-09-20,Organic,RU,57,13.33
2021-09-20,Organic,RU,58,13.41
2021-09-20,Organic,RU,59,13.5
2021-09-20,Organic,RU,60,13.6
2021-09-20,Organic,RU,61,13.7
2021-09-20,Organic,RU,62,13.83
2021-09-20,Organic,RU,63,13.93
2021-09-20,Organic,RU,64,14.01
2021-09-20,Organic,RU,65,14.12
2021-09-20,Organic,RU,66,14.22
2021-09-20,Organic,RU,67,14.28
2021-09-20,Organic,RU,68,14.37
2021-09-20,Organic,RU,69,14.41
2021-09-20,Organic,RU,70,14.43
2021-09-20,Organic,RU,71,14.5
2021-09-20,Organic,Tier1,1,2.79
2021-09-20,Organic,Tier1,2,4.71
2021-09-20,Organic,Tier1,3,6.04
2021-09-20,Organic,Tier1,4,7.08
2021-09-20,Organic,Tier1,5,8.13
2021-09-20,Organic,Tier1,6,9.17
2021-09-20,Organic,Tier1,7,10.21
2021-09-20,Organic,Tier1,8,11.83
2021-09-20,Organic,Tier1,9,12.58
2021-09-20,Organic,Tier1,10,13.04
2021-09-20,Organic,Tier1,11,13.63
2021-09-20,Organic,Tier1,12,14.5
2021-09-20,Organic,Tier1,13,14.96
2021-09-20,Organic,Tier1,14,15.42
2021-09-20,Organic,Tier1,15,15.88
2021-09-20,Organic,Tier1,16,17.5
2021-09-20,Organic,Tier1,17,17.96
2021-09-20,Organic,Tier1,18,18.42
2021-09-20,Organic,Tier1,19,18.88
2021-09-20,Organic,Tier1,20,19.33
2021-09-20,Organic,Tier1,21,19.79
2021-09-20,Organic,Tier1,22,20.25
2021-09-20,Organic,Tier1,23,20.54
2021-09-20,Organic,Tier1,24,20.83
2021-09-20,Organic,Tier1,25,21.13
2021-09-20,Organic,Tier1,26,21.58
2021-09-20,Organic,Tier1,27,22.04
2021-09-20,Organic,Tier1,28,22.5
2021-09-20,Organic,Tier1,29,22.79
2021-09-20,Organic,Tier1,30,23.08
2021-09-20,Organic,Tier1,31,23.38
2021-09-20,Organic,Tier1,32,23.67
2021-09-20,Organic,Tier1,33,23.96
2021-09-20,Organic,Tier1,34,24.25
2021-09-20,Organic,Tier1,35,24.54
2021-09-20,Organic,Tier1,36,24.83
2021-09-20,Organic,Tier1,37,25.13
2021-09-20,Organic,Tier1,38,25.42
2021-09-20,Organic,Tier1,39,25.71
2021-09-20,Organic,Tier1,40,25.88
2021-09-20,Organic,Tier1,41,26.17
2021-09-20,Organic,Tier1,42,26.33
2021-09-20,Organic,Tier1,43,26.63
2021-09-20,Organic,Tier1,44,26.92
2021-09-20,Organic,Tier1,45,27.21
2021-09-20,Organic,Tier1,46,27.38
2021-09-20,Organic,Tier1,47,27.96
2021-09-20,Organic,Tier1,48,28.25
2021-09-20,Organic,Tier1,49,28.54
2021-09-20,Organic,Tier1,50,30
2021-09-20,Organic,Tier1,51,30.29
2021-09-20,Organic,Tier1,52,30.58
2021-09-20,Organic,Tier1,53,32.04
2021-09-20,Organic,Tier1,54,32.33
2021-09-20,Organic,Tier1,55,32.63
2021-09-20,Organic,Tier1,56,32.92
2021-09-20,Organic,Tier1,57,33.21
2021-09-20,Organic,Tier1,58,33.38
2021-09-20,Organic,Tier1,59,33.54
2021-09-20,Organic,Tier1,60,33.71
2021-09-20,Organic,Tier1,61,33.88
2021-09-20,Organic,Tier1,62,34.04
2021-09-20,Organic,Tier1,63,34.21
2021-09-20,Organic,Tier1,64,34.38
2021-09-20,Organic,Tier1,65,34.54
2021-09-20,Organic,Tier1,66,34.71
2021-09-20,Organic,Tier1,67,34.88
2021-09-20,Organic,Tier1,68,35.04
2021-09-20,Organic,Tier1,69,35.21
2021-09-20,Organic,Tier1,70,35.38
2021-09-20,Organic,Tier1,71,35.54
2021-09-20,Organic,US,1,3.37
2021-09-20,Organic,US,2,5.28
2021-09-20,Organic,US,3,6.74
2021-09-20,Organic,US,4,8.09
2021-09-20,Organic,US,5,9.44
2021-09-20,Organic,US,6,10.86
2021-09-20,Organic,US,7,11.93
2021-09-20,Organic,US,8,12.96
2021-09-20,Organic,US,9,13.94
2021-09-20,Organic,US,10,15.16
2021-09-20,Organic,US,11,16.1
2021-09-20,Organic,US,12,16.99
2021-09-20,Organic,US,13,17.82
2021-09-20,Organic,US,14,18.82
2021-09-20,Organic,US,15,19.63
2021-09-20,Organic,US,16,20.33
2021-09-20,Organic,US,17,21.03
2021-09-20,Organic,US,18,21.77
2021-09-20,Organic,US,19,22.54
2021-09-20,Organic,US,20,23.24
2021-09-20,Organic,US,21,23.92
2021-09-20,Organic,US,22,24.49
2021-09-20,Organic,US,23,25.27
2021-09-20,Organic,US,24,25.83
2021-09-20,Organic,US,25,26.36
2021-09-20,Organic,US,26,26.88
2021-09-20,Organic,US,27,27.6
2021-09-20,Organic,US,28,28.06
2021-09-20,Organic,US,29,28.51
2021-09-20,Organic,US,30,28.91
2021-09-20,Organic,US,31,29.38
2021-09-20,Organic,US,32,29.96
2021-09-20,Organic,US,33,30.37
2021-09-20,Organic,US,34,30.79
2021-09-20,Organic,US,35,31.21
2021-09-20,Organic,US,36,31.71
2021-09-20,Organic,US,37,32.09
2021-09-20,Organic,US,38,32.43
2021-09-20,Organic,US,39,32.76
2021-09-20,Organic,US,40,33.24
2021-09-20,Organic,US,41,33.63
2021-09-20,Organic,US,42,33.97
2021-09-20,Organic,US,43,34.31
2021-09-20,Organic,US,44,34.69
2021-09-20,Organic,US,45,35.16
2021-09-20,Organic,US,46,35.5
2021-09-20,Organic,US,47,35.83
2021-09-20,Organic,US,48,36.15
2021-09-20,Organic,US,49,36.72
2021-09-20,Organic,US,50,37.1
2021-09-20,Organic,US,51,37.5
2021-09-20,Organic,US,52,37.88
2021-09-20,Organic,US,53,39.35
2021-09-20,Organic,US,54,39.74
2021-09-20,Organic,US,55,40.06
2021-09-20,Organic,US,56,40.35
2021-09-20,Organic,US,57,40.68
2021-09-20,Organic,US,58,41.17
2021-09-20,Organic,US,59,41.53
2021-09-20,Organic,US,60,41.86
2021-09-20,Organic,US,61,42.18
2021-09-20,Organic,US,62,42.63
2021-09-20,Organic,US,63,42.98
2021-09-20,Organic,US,64,43.3
2021-09-20,Organic,US,65,43.61
2021-09-20,Organic,US,66,44.1
2021-09-20,Organic,US,67,44.41
2021-09-20,Organic,US,68,44.72
2021-09-20,Organic,US,69,45.11
2021-09-20,Organic,US,70,45.44
2021-09-20,Organic,US,71,45.91
2021-09-27,Google,Arab,1,2.91
2021-09-27,Google,Arab,2,5.43
2021-09-27,Google,Arab,3,7.43
2021-09-27,Google,Arab,4,9.23
2021-09-27,Google,Arab,5,10.63
2021-09-27,Google,Arab,6,12.03
2021-09-27,Google,Arab,7,13.54
2021-09-27,Google,Arab,8,14.94
2021-09-27,Google,Arab,9,16.54
2021-09-27,Google,Arab,10,17.94
2021-09-27,Google,Arab,11,19.26
2021-09-27,Google,Arab,12,20.57
2021-09-27,Google,Arab,13,21.69
2021-09-27,Google,Arab,14,22.89
2021-09-27,Google,Arab,15,23.8
2021-09-27,Google,Arab,16,24.71
2021-09-27,Google,Arab,17,25.43
2021-09-27,Google,Arab,18,26.14
2021-09-27,Google,Arab,19,26.94
2021-09-27,Google,Arab,20,27.74
2021-09-27,Google,Arab,21,28.54
2021-09-27,Google,Arab,22,29.34
2021-09-27,Google,Arab,23,30.14
2021-09-27,Google,Arab,24,30.86
2021-09-27,Google,Arab,25,31.46
2021-09-27,Google,Arab,26,32.06
2021-09-27,Google,Arab,27,32.86
2021-09-27,Google,Arab,28,33.66
2021-09-27,Google,Arab,29,34.37
2021-09-27,Google,Arab,30,35.09
2021-09-27,Google,Arab,31,35.8
2021-09-27,Google,Arab,32,36.51
2021-09-27,Google,Arab,33,37.23
2021-09-27,Google,Arab,34,37.83
2021-09-27,Google,Arab,35,38.43
2021-09-27,Google,Arab,36,39.03
2021-09-27,Google,Arab,37,39.63
2021-09-27,Google,Arab,38,40.26
2021-09-27,Google,Arab,39,41
2021-09-27,Google,Arab,40,41.74
2021-09-27,Google,Arab,41,42.49
2021-09-27,Google,Arab,42,43.23
2021-09-27,Google,Arab,43,43.97
2021-09-27,Google,Arab,44,44.71
2021-09-27,Google,Arab,45,45.46
2021-09-27,Google,Arab,46,46.2
2021-09-27,Google,Arab,47,46.83
2021-09-27,Google,Arab,48,47.46
2021-09-27,Google,Arab,49,48
2021-09-27,Google,Arab,50,48.54
2021-09-27,Google,Arab,51,49.09
2021-09-27,Google,Arab,52,49.51
2021-09-27,Google,Arab,53,49.86
2021-09-27,Google,Arab,54,50.4
2021-09-27,Google,Arab,55,50.94
2021-09-27,Google,Arab,56,51.49
2021-09-27,Google,Arab,57,51.91
2021-09-27,Google,Arab,58,52.34
2021-09-27,Google,Arab,59,52.77
2021-09-27,Google,Arab,60,53.2
2021-09-27,Google,Arab,61,53.83
2021-09-27,Google,Arab,62,54.26
2021-09-27,Google,Arab,63,54.69
2021-09-27,Google,Arab,64,55.11
2021-09-27,Google,Arab,65,55.54
2021-09-27,Google,Arab,66,56.17
2021-09-27,Google,Arab,67,56.6
2021-09-27,Google,Arab,68,57.03
2021-09-27,Google,Arab,69,57.37
2021-09-27,Google,Arab,70,57.91
2021-09-27,Google,Asia,1,2.1
2021-09-27,Google,Asia,2,4.2
2021-09-27,Google,Asia,3,6
2021-09-27,Google,Asia,4,7.4
2021-09-27,Google,Asia,5,9.2
2021-09-27,Google,Asia,6,10.6
2021-09-27,Google,Asia,7,11.7
2021-09-27,Google,Asia,8,12.8
2021-09-27,Google,Asia,9,13.5
2021-09-27,Google,Asia,10,14.6
2021-09-27,Google,Asia,11,15.7
2021-09-27,Google,Asia,12,16.8
2021-09-27,Google,Asia,13,17.9
2021-09-27,Google,Asia,14,19
2021-09-27,Google,Asia,15,20.1
2021-09-27,Google,Asia,16,21.2
2021-09-27,Google,Asia,17,22.3
2021-09-27,Google,Asia,18,23.4
2021-09-27,Google,Asia,19,24.5
2021-09-27,Google,Asia,20,25.6
2021-09-27,Google,Asia,21,26.7
2021-09-27,Google,Asia,22,27.8
2021-09-27,Google,Asia,23,28.9
2021-09-27,Google,Asia,24,30
2021-09-27,Google,Asia,25,31.1
2021-09-27,Google,Asia,26,32.2
2021-09-27,Google,Asia,27,33.3
2021-09-27,Google,Asia,28,34
2021-09-27,Google,Asia,29,34.7
2021-09-27,Google,Asia,30,35.4
2021-09-27,Google,Asia,31,36.1
2021-09-27,Google,Asia,32,36.8
2021-09-27,Google,Asia,33,37.5
2021-09-27,Google,Asia,34,38.2
2021-09-27,Google,Asia,35,38.9
2021-09-27,Google,BR,1,2.33
2021-09-27,Google,BR,2,3.93
2021-09-27,Google,BR,3,5.41
2021-09-27,Google,BR,4,6.58
2021-09-27,Google,BR,5,7.79
2021-09-27,Google,BR,6,8.57
2021-09-27,Google,BR,7,9.47
2021-09-27,Google,BR,8,10.21
2021-09-27,Google,BR,9,11.14
2021-09-27,Google,BR,10,11.61
2021-09-27,Google,BR,11,12.23
2021-09-27,Google,BR,12,12.82
2021-09-27,Google,BR,13,13.29
2021-09-27,Google,BR,14,13.88
2021-09-27,Google,BR,15,14.42
2021-09-27,Google,BR,16,15.04
2021-09-27,Google,BR,17,15.48
2021-09-27,Google,BR,18,15.87
2021-09-27,Google,BR,19,16.26
2021-09-27,Google,BR,20,16.72
2021-09-27,Google,BR,21,17.08
2021-09-27,Google,BR,22,17.39
2021-09-27,Google,BR,23,17.78
2021-09-27,Google,BR,24,18.24
2021-09-27,Google,BR,25,18.63
2021-09-27,Google,BR,26,18.94
2021-09-27,Google,BR,27,19.26
2021-09-27,Google,BR,28,19.61
2021-09-27,Google,BR,29,20.04
2021-09-27,Google,BR,30,20.36
2021-09-27,Google,BR,31,20.67
2021-09-27,Google,BR,32,20.98
2021-09-27,Google,BR,33,21.37
2021-09-27,Google,BR,34,21.68
2021-09-27,Google,BR,35,21.96
2021-09-27,Google,BR,36,22.23
2021-09-27,Google,BR,37,22.59
2021-09-27,Google,BR,38,22.82
